customer_id,resident_id,email,gender,senior_citizen,partner,tenure,monthly_charges,total_charges,contract,payment_method,churn
11304,901227-4100073,user_1303@example.com,Female,0,Yes,15,96.49,1433.21,One year,Bank transfer,0
11305,810201-2229513,user_1304@example.com,Female,1,No,24,56.83,1307.88,Month-to-month,Electronic check,0
11306,971010-1519673,user_1305@example.com,Female,0,No,40,62.92,2431.56,One year,Electronic check,0
11307,890301-4688593,user_1306@example.com,Female,0,Yes,25,56.21,1457.88,Month-to-month,Mailed check,1
11308,800812-1877839,user_1307@example.com,Female,1,No,32,55.33,1678.41,Month-to-month,Bank transfer,1
11309,890317-2230351,user_1308@example.com,Male,1,Yes,8,71.23,582.2,Month-to-month,Electronic check,1
11310,801201-3445686,user_1309@example.com,Female,1,No,33,99.58,,Month-to-month,Bank transfer,0
11311,750312-4684321,user_1310@example.com,Female,0,Yes,1,54.77,0.0,One year,Bank transfer,0
11312,790328-3551207,user_1311@example.com,Female,1,No,45,71.06,3151.49,One year,Credit card,0
11313,800716-1494973,user_1312@example.com,Male,0,Yes,15,85.74,1346.76,Two year,Credit card,1
11314,970705-4668905,user_1313@example.com,Female,0,No,33,45.51,1528.47,Month-to-month,Bank transfer,0
11315,880101-2228526,user_1314@example.com,Male,0,Yes,12,46.32,524.98,Two year,Mailed check,0
11316,850423-2195017,user_1315@example.com,Male,0,No,20,112.07,2301.51,Month-to-month,Electronic check,1
11317,950122-3421983,user_1316@example.com,Male,0,No,14,91.03,1334.75,Month-to-month,Electronic check,0
11318,860209-1524789,user_1317@example.com,Female,0,No,26,76.36,1998.81,Two year,Mailed check,0
11319,960407-1641022,user_1318@example.com,Female,0,No,1,83.43,38.42,Month-to-month,Credit card,1
11320,880418-2518626,user_1319@example.com,Male,0,No,1,21.44,0.77,Month-to-month,Credit card,1
11321,920414-4989727,user_1320@example.com,Female,1,No,5,80.46,416.62,Month-to-month,Mailed check,0
11322,960109-3693982,user_1321@example.com,Female,0,Yes,3,69.58,199.31,Month-to-month,Mailed check,0
11323,720526-4997024,user_1322@example.com,Female,0,Yes,41,73.21,3048.56,One year,Credit card,0
11324,880414-2499013,user_1323@example.com,Male,0,Yes,4,54.53,141.63,Two year,Bank transfer,0
11325,790416-1763106,user_1324@example.com,Male,0,No,72,26.67,1845.53,One year,Credit card,0
11326,760322-3509550,user_1325@example.com,Female,0,Yes,8,37.88,312.08,Two year,Bank transfer,0
11327,750102-2825275,user_1326@example.com,Female,0,No,4,113.81,,One year,Electronic check,0
11328,960618-3361871,user_1327@example.com,Female,0,Yes,31,59.47,1812.22,Two year,Electronic check,0
11329,820220-4671356,user_1328@example.com,Male,0,Yes,21,65.28,1282.48,Month-to-month,Bank transfer,0
11330,830806-2257678,user_1329@example.com,Female,0,No,13,23.78,310.12,Two year,Bank transfer,0
11331,891103-3980158,user_1330@example.com,Male,0,No,16,22.27,353.68,Month-to-month,Credit card,0
11332,850702-4459696,user_1331@example.com,Male,0,No,25,90.4,2292.67,Two year,Mailed check,0
11333,800803-2481334,user_1332@example.com,Male,0,No,5,72.44,365.65,Month-to-month,Bank transfer,0
11334,770623-1694194,user_1333@example.com,Female,0,No,72,69.5,4997.37,One year,Electronic check,0
11335,870716-4122829,user_1334@example.com,Female,0,No,72,42.87,3145.49,One year,Credit card,0
11336,770302-4642904,user_1335@example.com,Male,0,Yes,21,93.16,1890.74,Two year,Electronic check,0
11337,911003-1894176,user_1336@example.com,Female,1,No,4,35.37,168.3,One year,Credit card,0
11338,710910-3766905,user_1337@example.com,Female,1,No,22,37.54,742.32,Month-to-month,Mailed check,1
11339,720826-4811342,user_1338@example.com,Female,0,Yes,1,64.69,22.77,One year,Mailed check,0
11340,740818-2765291,user_1339@example.com,Male,0,Yes,0,47.2,,Month-to-month,Electronic check,0
11341,730802-4775959,user_1340@example.com,Female,0,Yes,5,43.31,255.65,Month-to-month,Bank transfer,1
11342,720812-2763421,user_1341@example.com,Female,0,Yes,12,83.19,995.01,Month-to-month,Bank transfer,0
11343,860608-1155689,user_1342@example.com,Male,0,Yes,40,83.76,3349.72,Month-to-month,Electronic check,0
11344,930201-3653094,user_1343@example.com,Male,1,Yes,25,101.16,2473.66,Month-to-month,Bank transfer,1
11345,821219-2513222,user_1344@example.com,Male,0,Yes,27,60.38,1615.28,Two year,Bank transfer,0
11346,940119-1816354,user_1345@example.com,Female,0,Yes,11,25.83,245.96,Two year,Electronic check,0
11347,931022-2483024,user_1346@example.com,Female,0,Yes,8,45.94,386.69,Month-to-month,Electronic check,0
11348,950511-1287129,user_1347@example.com,Female,0,No,9,116.75,1001.2,Month-to-month,Mailed check,1
11349,780119-1445957,user_1348@example.com,Male,0,No,72,78.27,5701.93,Month-to-month,Electronic check,1
11350,900418-4146379,user_1349@example.com,Female,0,No,0,89.65,,Month-to-month,Mailed check,1
11351,971204-1732702,user_1350@example.com,Male,0,No,40,19.24,729.27,Month-to-month,Mailed check,1
11352,810226-1522134,user_1351@example.com,Female,0,Yes,17,70.45,1281.51,Month-to-month,Credit card,1
11353,931006-1928161,user_1352@example.com,Female,0,Yes,11,22.26,223.1,One year,Bank transfer,0
11354,810324-4901428,user_1353@example.com,Female,1,Yes,25,75.57,1823.51,One year,Electronic check,0
11355,941123-4392569,user_1354@example.com,Female,0,Yes,13,110.81,1451.48,Month-to-month,Bank transfer,0
11356,970701-1397086,user_1355@example.com,Female,1,No,41,115.58,4715.01,Month-to-month,Credit card,1
11357,771017-4913545,user_1356@example.com,Male,0,Yes,46,72.69,3301.95,One year,Electronic check,0
11358,840204-1745478,user_1357@example.com,Female,0,No,10,64.44,589.61,Two year,Electronic check,0
11359,981223-4960793,user_1358@example.com,Female,0,No,6,113.24,817.86,Month-to-month,Credit card,0
11360,920501-1802775,user_1359@example.com,Male,0,No,17,86.03,1449.93,Month-to-month,Bank transfer,0
11361,971223-3189606,user_1360@example.com,Female,0,No,48,25.01,1104.2,Month-to-month,Mailed check,0
11362,840201-4772263,user_1361@example.com,Male,0,No,4,65.19,335.45,Month-to-month,Credit card,1
11363,860223-1386046,user_1362@example.com,Female,0,No,19,42.58,839.57,Month-to-month,Credit card,0
11364,751224-4805135,user_1363@example.com,Male,1,No,19,65.6,1208.08,Month-to-month,Electronic check,0
11365,780812-4785101,user_1364@example.com,Male,0,Yes,26,64.16,1621.5,Month-to-month,Mailed check,0
11366,861120-1856940,user_1365@example.com,Male,0,Yes,2,76.86,187.39,Month-to-month,Credit card,0
11367,940614-2668637,user_1366@example.com,Female,0,No,25,54.27,1344.4,One year,Bank transfer,0
11368,721214-2744593,user_1367@example.com,Male,0,Yes,47,34.97,1547.29,Month-to-month,Credit card,1
11369,760512-2588016,user_1368@example.com,Female,1,Yes,3,69.0,296.36,One year,Bank transfer,0
11370,810511-1200136,user_1369@example.com,Female,0,No,5,101.73,486.95,Month-to-month,Electronic check,1
11371,770411-1764218,user_1370@example.com,Male,0,No,71,85.07,6114.75,Month-to-month,Credit card,1
11372,770501-3531601,user_1371@example.com,Male,0,No,3,52.42,221.18,Two year,Bank transfer,1
11373,740926-4515386,user_1372@example.com,Female,0,No,38,112.29,4216.97,One year,Electronic check,0
11374,950809-2473510,user_1373@example.com,Male,0,No,13,109.95,,Month-to-month,Electronic check,1
11375,790516-3288255,user_1374@example.com,Male,0,Yes,5,39.49,164.88,One year,Electronic check,0
11376,790818-4507708,user_1375@example.com,Female,0,No,40,22.45,804.66,One year,Credit card,0
11377,810505-4425886,user_1376@example.com,Male,1,Yes,11,92.82,999.79,Month-to-month,Electronic check,0
11378,880305-3218891,user_1377@example.com,Male,0,Yes,14,101.47,,Month-to-month,Electronic check,0
11379,950617-3519219,user_1378@example.com,Male,0,No,8,115.53,901.1,Two year,Bank transfer,0
11380,791006-1322447,user_1379@example.com,Male,1,No,17,107.71,1815.72,Month-to-month,Electronic check,1
11381,711005-3292744,user_1380@example.com,Female,1,Yes,3,78.7,293.28,Month-to-month,Credit card,1
11382,880309-4737180,user_1381@example.com,Male,0,Yes,9,71.64,650.08,Month-to-month,Mailed check,0
11383,880428-1461443,user_1382@example.com,Female,0,Yes,69,21.29,1426.85,One year,Electronic check,0
11384,740208-1473352,user_1383@example.com,Female,0,No,5,43.23,251.25,Two year,Credit card,1
11385,790419-3148867,user_1384@example.com,Female,0,No,21,64.58,1366.06,Two year,Electronic check,0
11386,980717-3895146,user_1385@example.com,Male,0,Yes,7,81.51,444.49,One year,Credit card,0
11387,711005-1814078,user_1386@example.com,Female,0,No,29,74.36,2177.86,Two year,Electronic check,0
11388,820603-3697532,user_1387@example.com,Female,0,No,2,92.95,205.49,One year,Bank transfer,0
11389,920316-3754223,user_1388@example.com,Male,0,Yes,70,46.55,3259.51,One year,Mailed check,0
11390,950326-4221784,user_1389@example.com,Female,0,Yes,12,75.14,946.27,Two year,Mailed check,0
11391,780324-1869485,user_1390@example.com,Male,0,No,5,27.34,103.08,Month-to-month,Credit card,1
11392,970811-2431827,user_1391@example.com,Male,0,No,1,59.97,76.79,One year,Credit card,0
11393,760612-1154653,user_1392@example.com,Female,0,No,3,93.7,202.75,One year,Mailed check,1
11394,930213-4639008,user_1393@example.com,Male,0,No,14,88.01,1252.49,Two year,Bank transfer,0
11395,920408-2978911,user_1394@example.com,Female,0,Yes,8,117.81,1040.13,Two year,Bank transfer,0
11396,840802-3885692,user_1395@example.com,Male,0,Yes,35,46.36,1572.86,Two year,Electronic check,0
11397,820118-1905120,user_1396@example.com,Female,0,No,11,68.44,714.85,Two year,Bank transfer,0
11398,810521-4479062,user_1397@example.com,Female,0,Yes,5,51.54,222.2,Month-to-month,Mailed check,1
11399,870215-4489950,user_1398@example.com,Male,0,No,19,62.67,,Month-to-month,Mailed check,1
11400,911110-3718668,user_1399@example.com,Female,0,Yes,24,104.41,2452.69,Month-to-month,Bank transfer,1
11401,820803-2551011,user_1400@example.com,Female,0,No,3,87.09,282.33,Month-to-month,Bank transfer,0
11402,830717-1948312,user_1401@example.com,Male,0,Yes,3,106.96,363.22,Month-to-month,Mailed check,0
11403,841222-1597537,user_1402@example.com,Male,1,Yes,0,38.9,,Month-to-month,Mailed check,1
11404,870722-4369149,user_1403@example.com,Male,0,Yes,26,106.05,2668.88,Month-to-month,Mailed check,1
11405,820803-3674700,user_1404@example.com,Female,1,Yes,21,24.49,564.05,Two year,Mailed check,1
11406,901004-4983547,user_1405@example.com,Male,1,Yes,12,107.58,1337.83,Month-to-month,Mailed check,0
11407,770608-4364478,user_1406@example.com,Female,1,Yes,37,51.49,1946.64,Two year,Bank transfer,0
11408,920209-3427340,user_1407@example.com,Male,0,No,32,50.04,1619.92,Two year,Bank transfer,0
11409,911127-2861505,user_1408@example.com,Female,0,No,17,69.84,1198.29,Month-to-month,Electronic check,1
11410,780106-2288065,user_1409@example.com,Male,1,Yes,40,112.8,,Month-to-month,Electronic check,0
11411,721015-2443238,user_1410@example.com,Female,0,Yes,4,23.29,189.34,One year,Credit card,0
11412,821112-1655924,user_1411@example.com,Male,0,No,2,53.81,59.97,One year,Electronic check,1
11413,800626-3466988,user_1412@example.com,Male,1,Yes,6,104.37,,Month-to-month,Bank transfer,1
11414,791013-3907645,user_1413@example.com,Male,0,Yes,1,58.2,53.89,Month-to-month,Electronic check,0
11415,920127-4157534,user_1414@example.com,Male,0,No,15,38.47,570.57,Month-to-month,Electronic check,1
11416,760704-1679358,user_1415@example.com,Male,0,Yes,55,61.09,,Month-to-month,Bank transfer,0
11417,930418-4430535,user_1416@example.com,Male,1,Yes,0,57.15,,Month-to-month,Mailed check,0
11418,770516-3245201,user_1417@example.com,Female,1,Yes,2,110.27,170.68,Month-to-month,Bank transfer,1
11419,920306-1862556,user_1418@example.com,Male,0,No,12,94.88,1115.37,One year,Bank transfer,0
11420,850509-4527120,user_1419@example.com,Male,1,Yes,54,69.14,3678.65,Two year,Credit card,0
11421,731114-1449723,user_1420@example.com,Male,0,No,7,117.58,800.61,One year,Credit card,0
11422,820924-4953383,user_1421@example.com,Male,0,Yes,14,65.14,891.65,Two year,Credit card,0
11423,830725-3386266,user_1422@example.com,Female,0,No,0,24.34,,One year,Mailed check,0
11424,800307-2297732,user_1423@example.com,Male,0,Yes,3,44.79,53.63,One year,Electronic check,0
11425,780419-1403890,user_1424@example.com,Female,0,No,72,62.22,4407.56,Month-to-month,Credit card,1
11426,850201-3438071,user_1425@example.com,Female,0,No,67,34.23,2311.51,Month-to-month,Bank transfer,0
11427,810602-4521071,user_1426@example.com,Male,0,No,0,113.49,,Two year,Credit card,0
11428,980512-4867053,user_1427@example.com,Female,0,No,60,95.38,,Two year,Bank transfer,0
11429,861213-1562419,user_1428@example.com,Female,0,Yes,20,45.4,919.26,Month-to-month,Mailed check,1
11430,970926-2872965,user_1429@example.com,Male,1,No,40,77.73,3139.54,Month-to-month,Credit card,0
11431,861224-4319016,user_1430@example.com,Male,0,No,12,90.83,1160.49,One year,Bank transfer,0
11432,710623-3631712,user_1431@example.com,Female,0,No,14,112.86,1564.55,Month-to-month,Electronic check,1
11433,960527-3630932,user_1432@example.com,Female,0,Yes,13,106.88,1360.72,Month-to-month,Mailed check,0
11434,720214-1759710,user_1433@example.com,Female,0,Yes,21,70.15,1516.74,Two year,Bank transfer,0
11435,750702-2300692,user_1434@example.com,Female,0,Yes,3,96.16,313.96,Month-to-month,Electronic check,1
11436,740319-3829216,user_1435@example.com,Female,0,No,0,74.86,,One year,Electronic check,0
11437,720918-1769471,user_1436@example.com,Male,0,No,7,73.91,586.94,Two year,Bank transfer,0
11438,900811-4182139,user_1437@example.com,Male,0,No,24,30.0,709.39,Month-to-month,Credit card,1
11439,900606-2167585,user_1438@example.com,Male,0,No,4,31.15,126.24,Month-to-month,Electronic check,1
11440,791009-3141730,user_1439@example.com,Female,0,Yes,22,71.59,1576.04,Month-to-month,Mailed check,0
11441,710408-1382649,user_1440@example.com,Female,0,Yes,70,45.45,3134.77,Month-to-month,Electronic check,0
11442,710608-3113642,user_1441@example.com,Female,1,Yes,1,20.61,24.49,One year,Credit card,0
11443,940405-2183915,user_1442@example.com,Female,0,Yes,22,90.96,2070.96,Month-to-month,Mailed check,0
11444,921111-1470431,user_1443@example.com,Male,0,No,11,21.76,261.61,Month-to-month,Mailed check,0
11445,890421-3903880,user_1444@example.com,Male,0,Yes,40,78.18,,Month-to-month,Mailed check,1
11446,970212-3590435,user_1445@example.com,Female,0,No,3,72.55,209.56,Month-to-month,Bank transfer,0
11447,930724-4585834,user_1446@example.com,Male,0,No,23,115.62,2675.8,Month-to-month,Electronic check,1
11448,710712-1795109,user_1447@example.com,Male,1,Yes,36,67.04,2450.93,One year,Credit card,0
11449,760618-1141992,user_1448@example.com,Female,0,Yes,57,24.88,1448.62,Month-to-month,Bank transfer,1
11450,901219-4131363,user_1449@example.com,Female,0,Yes,22,73.81,1607.23,Month-to-month,Bank transfer,1
11451,821225-3391572,user_1450@example.com,Female,0,No,13,102.82,1352.9,Month-to-month,Mailed check,0
11452,710612-2168342,user_1451@example.com,Male,0,Yes,19,118.43,2274.17,Two year,Bank transfer,0
11453,770524-4684445,user_1452@example.com,Male,0,Yes,40,61.64,2415.24,Month-to-month,Electronic check,0
11454,890728-1372584,user_1453@example.com,Female,0,No,16,50.61,818.17,One year,Bank transfer,0
11455,950409-4495395,user_1454@example.com,Male,0,No,0,109.39,,One year,Bank transfer,0
11456,860402-2608556,user_1455@example.com,Female,0,Yes,53,37.67,2020.64,One year,Mailed check,1
11457,840806-1232853,user_1456@example.com,Male,0,Yes,23,80.2,1877.62,Month-to-month,Mailed check,1
11458,800712-1190743,user_1457@example.com,Male,0,No,22,59.17,1339.12,Two year,Bank transfer,0
11459,710211-4418629,user_1458@example.com,Male,0,Yes,4,22.62,70.73,One year,Mailed check,0
11460,870611-4328997,user_1459@example.com,Female,0,No,21,53.32,1135.17,Two year,Credit card,0
11461,780614-3815352,user_1460@example.com,Female,0,No,10,45.09,522.1,Month-to-month,Credit card,1
11462,950506-4944178,user_1461@example.com,Female,0,No,21,87.28,1903.57,One year,Credit card,0
11463,790512-3156060,user_1462@example.com,Male,1,No,2,113.62,225.78,One year,Bank transfer,0
11464,710608-2953154,user_1463@example.com,Female,0,No,21,45.37,959.74,Month-to-month,Electronic check,1
11465,751109-3511504,user_1464@example.com,Male,0,Yes,72,99.85,,Month-to-month,Electronic check,1
11466,880228-4232824,user_1465@example.com,Male,0,Yes,0,24.05,,One year,Mailed check,0
11467,790603-2973623,user_1466@example.com,Female,0,No,72,72.45,5200.25,Month-to-month,Electronic check,0
11468,950702-3961350,user_1467@example.com,Male,0,No,10,25.57,322.48,One year,Electronic check,0
11469,700812-1663272,user_1468@example.com,Male,0,Yes,40,112.14,,Month-to-month,Bank transfer,1
11470,811112-3153227,user_1469@example.com,Male,0,Yes,30,95.33,2878.36,Month-to-month,Mailed check,0
11471,920801-2752965,user_1470@example.com,Male,0,No,16,84.46,1276.07,One year,Electronic check,0
11472,800208-2584042,user_1471@example.com,Male,0,No,26,101.1,2626.1,Month-to-month,Credit card,0
11473,961219-4394774,user_1472@example.com,Female,0,No,42,83.41,3473.72,Two year,Mailed check,0
11474,781126-2336904,user_1473@example.com,Female,0,No,10,115.64,,Two year,Mailed check,0
11475,840618-4616451,user_1474@example.com,Female,0,Yes,7,90.07,590.02,One year,Mailed check,0
11476,960816-3718134,user_1475@example.com,Male,0,Yes,22,111.2,2395.11,Two year,Credit card,0
11477,921113-2758438,user_1476@example.com,Female,0,Yes,32,70.34,2147.64,Two year,Electronic check,0
11478,870802-3804873,user_1477@example.com,Male,0,No,28,30.24,907.81,Month-to-month,Credit card,1
11479,760728-3879971,user_1478@example.com,Male,0,Yes,31,71.45,2194.96,Two year,Mailed check,0
11480,900708-4703765,user_1479@example.com,Male,0,No,11,31.22,351.28,Month-to-month,Mailed check,0
11481,810910-2740858,user_1480@example.com,Male,0,No,34,77.9,2648.49,Month-to-month,Bank transfer,0
11482,810520-1353571,user_1481@example.com,Female,0,Yes,2,66.87,80.37,One year,Bank transfer,0
11483,880721-1444519,user_1482@example.com,Male,1,No,15,80.91,1150.7,One year,Bank transfer,0
11484,800125-1605315,user_1483@example.com,Female,1,No,0,19.51,,Month-to-month,Bank transfer,0
11485,950411-2791512,user_1484@example.com,Female,0,Yes,7,38.03,230.05,Month-to-month,Mailed check,0
11486,701025-4951907,user_1485@example.com,Female,1,No,9,67.76,628.17,One year,Credit card,0
11487,920927-3119029,user_1486@example.com,Female,0,No,10,113.79,,Month-to-month,Bank transfer,0
11488,820619-4495269,user_1487@example.com,Male,0,Yes,23,56.96,1397.4,One year,Credit card,0
11489,960617-2180727,user_1488@example.com,Male,0,No,9,61.04,600.72,One year,Bank transfer,0
11490,780220-3459173,user_1489@example.com,Male,0,No,11,90.15,1032.07,Month-to-month,Electronic check,1
11491,871123-2812151,user_1490@example.com,Male,0,Yes,5,79.03,389.17,Month-to-month,Bank transfer,0
11492,840716-2527232,user_1491@example.com,Female,0,No,9,48.47,511.94,One year,Credit card,0
11493,791021-2839357,user_1492@example.com,Male,0,Yes,5,59.68,287.5,Month-to-month,Bank transfer,0
11494,920414-1106384,user_1493@example.com,Male,0,No,1,40.32,38.76,Month-to-month,Electronic check,1
11495,721002-2577649,user_1494@example.com,Male,0,No,18,115.34,2084.62,Month-to-month,Credit card,1
11496,860310-1577557,user_1495@example.com,Male,0,Yes,22,31.6,730.29,Month-to-month,Credit card,1
11497,930417-4448079,user_1496@example.com,Female,0,Yes,19,55.78,1091.67,Month-to-month,Credit card,1
11498,940324-2762131,user_1497@example.com,Male,0,No,12,21.09,,Month-to-month,Mailed check,1
11499,960303-4790451,user_1498@example.com,Male,0,No,9,40.73,,One year,Credit card,0
11500,851207-2918055,user_1499@example.com,Female,0,No,39,96.74,3804.86,One year,Mailed check,0
11501,960201-4652350,user_1500@example.com,Male,1,Yes,14,38.67,577.14,Two year,Electronic check,0
11502,890613-1766770,user_1501@example.com,Male,0,Yes,13,26.53,325.22,Month-to-month,Credit card,0
11503,760727-4309807,user_1502@example.com,Male,0,No,0,66.06,,Month-to-month,Credit card,0
11504,830207-4525118,user_1503@example.com,Male,0,Yes,8,19.5,145.63,One year,Credit card,0
11505,910415-1401421,user_1504@example.com,Female,0,No,9,27.0,274.18,One year,Electronic check,0
11506,700116-1797044,user_1505@example.com,Female,0,Yes,10,99.46,1084.87,One year,Mailed check,0
11507,960823-3444290,user_1506@example.com,Male,0,No,17,95.84,1569.38,One year,Bank transfer,0
11508,930419-2549080,user_1507@example.com,Male,0,Yes,15,110.24,1632.27,One year,Electronic check,0
11509,831223-1563960,user_1508@example.com,Female,0,Yes,18,104.17,1855.59,Month-to-month,Electronic check,1
11510,880624-1445843,user_1509@example.com,Male,0,No,28,86.99,2503.51,One year,Electronic check,0
11511,700810-3309157,user_1510@example.com,Male,0,No,33,23.75,782.0,One year,Mailed check,0
11512,850406-4515042,user_1511@example.com,Male,0,No,25,96.98,2379.13,Two year,Mailed check,0
11513,920221-3235103,user_1512@example.com,Female,0,No,62,103.26,6430.05,One year,Mailed check,0
11514,740325-4978781,user_1513@example.com,Female,0,Yes,0,98.61,,One year,Mailed check,1
11515,870824-2859209,user_1514@example.com,Female,0,Yes,4,69.48,216.7,Month-to-month,Mailed check,0
11516,900210-2327889,user_1515@example.com,Female,0,No,0,41.85,,Two year,Credit card,0
11517,730317-4320635,user_1516@example.com,Female,0,Yes,20,103.24,2151.5,Two year,Bank transfer,0
11518,911217-1807944,user_1517@example.com,Female,0,No,45,91.4,4132.21,One year,Bank transfer,0
11519,700309-1282305,user_1518@example.com,Male,0,Yes,5,116.82,589.49,One year,Mailed check,0
11520,730708-1809248,user_1519@example.com,Male,0,Yes,52,34.11,1761.23,Month-to-month,Mailed check,0
11521,740801-3399989,user_1520@example.com,Female,0,No,1,41.12,55.73,One year,Credit card,0
11522,980103-4639264,user_1521@example.com,Female,0,No,54,39.73,2159.43,One year,Mailed check,0
11523,730913-4325860,user_1522@example.com,Male,0,No,8,97.95,798.21,One year,Credit card,0
11524,830326-3181581,user_1523@example.com,Female,1,No,2,37.24,80.22,Month-to-month,Credit card,0
11525,911125-4537443,user_1524@example.com,Female,0,No,13,25.18,370.78,One year,Electronic check,0
11526,780210-2982232,user_1525@example.com,Female,0,No,5,118.61,594.21,Month-to-month,Electronic check,0
11527,760514-1429944,user_1526@example.com,Male,1,Yes,6,20.99,77.04,One year,Mailed check,0
11528,981005-1908757,user_1527@example.com,Female,0,Yes,7,102.23,684.99,Month-to-month,Credit card,0
11529,900505-2947584,user_1528@example.com,Male,0,Yes,32,55.13,1665.21,One year,Mailed check,0
11530,960519-2780952,user_1529@example.com,Male,1,No,15,102.87,1644.39,Month-to-month,Electronic check,0
11531,810301-4108651,user_1530@example.com,Male,0,Yes,7,74.1,561.84,Month-to-month,Electronic check,0
11532,820910-4757337,user_1531@example.com,Male,0,No,18,108.89,1918.52,One year,Electronic check,0
11533,830503-2550236,user_1532@example.com,Male,0,Yes,25,111.35,,Month-to-month,Electronic check,0
11534,930320-2405579,user_1533@example.com,Male,0,No,6,19.41,84.62,One year,Electronic check,0
11535,920201-4462087,user_1534@example.com,Female,0,Yes,10,26.06,337.73,Two year,Mailed check,1
11536,861014-2149202,user_1535@example.com,Female,0,Yes,2,43.6,,Two year,Mailed check,1
11537,730416-3116620,user_1536@example.com,Male,0,No,3,85.6,262.52,Month-to-month,Electronic check,0
11538,760814-1720841,user_1537@example.com,Female,0,No,22,107.55,2360.67,Two year,Mailed check,1
11539,830411-3815566,user_1538@example.com,Female,0,No,4,64.61,299.78,Month-to-month,Electronic check,1
11540,770822-1649814,user_1539@example.com,Female,0,No,14,79.35,1105.7,Two year,Electronic check,0
11541,920506-2448488,user_1540@example.com,Female,0,Yes,24,37.4,809.69,One year,Electronic check,0
11542,721204-1759470,user_1541@example.com,Female,0,No,2,99.2,185.84,Month-to-month,Mailed check,0
11543,821028-2859245,user_1542@example.com,Female,0,No,16,115.47,1798.91,Month-to-month,Mailed check,1
11544,820905-3501799,user_1543@example.com,Female,0,No,5,45.43,,Month-to-month,Credit card,1
11545,820917-4153117,user_1544@example.com,Male,0,Yes,65,68.11,4498.86,One year,Mailed check,0
11546,781102-1342432,user_1545@example.com,Female,0,No,13,27.13,265.72,Month-to-month,Mailed check,0
11547,770602-3956688,user_1546@example.com,Female,0,No,32,74.55,2345.59,One year,Bank transfer,1
11548,871128-1914269,user_1547@example.com,Male,0,Yes,15,68.9,1005.87,One year,Electronic check,1
11549,831123-3657337,user_1548@example.com,Male,0,No,0,32.98,,Two year,Electronic check,0
11550,830526-2849820,user_1549@example.com,Male,0,No,20,62.82,1293.41,Two year,Mailed check,0
11551,881102-2949406,user_1550@example.com,Female,1,No,60,51.99,3110.72,Month-to-month,Mailed check,0
11552,940214-1553992,user_1551@example.com,Male,1,Yes,18,70.81,1295.37,One year,Credit card,0
11553,770807-1613498,user_1552@example.com,Male,0,No,34,77.21,,Two year,Bank transfer,0
11554,850324-1881472,user_1553@example.com,Male,0,No,43,19.35,843.55,Two year,Electronic check,0
11555,960615-4979527,user_1554@example.com,Male,0,Yes,5,94.79,512.84,Month-to-month,Electronic check,1
11556,950111-3970240,user_1555@example.com,Female,0,Yes,4,89.98,323.31,Month-to-month,Mailed check,0
11557,940907-1920508,user_1556@example.com,Female,0,Yes,18,55.22,1033.03,Month-to-month,Mailed check,0
11558,950208-4677546,user_1557@example.com,Female,0,Yes,10,23.81,240.72,Month-to-month,Bank transfer,0
11559,820518-3880564,user_1558@example.com,Male,1,No,36,94.18,3442.75,Month-to-month,Electronic check,0
11560,721001-2663989,user_1559@example.com,Female,1,No,46,114.26,,Month-to-month,Bank transfer,0
11561,740309-2370615,user_1560@example.com,Female,0,Yes,8,42.58,359.7,One year,Electronic check,0
11562,761214-1739102,user_1561@example.com,Female,0,Yes,5,50.93,252.62,Month-to-month,Mailed check,1
11563,851118-2161929,user_1562@example.com,Female,0,No,30,36.93,1103.09,One year,Bank transfer,1
11564,900506-2714882,user_1563@example.com,Female,0,Yes,6,76.34,470.99,Month-to-month,Credit card,0
11565,960401-3165552,user_1564@example.com,Female,0,Yes,34,34.02,1183.52,Two year,Mailed check,0
11566,741220-3407478,user_1565@example.com,Female,0,No,11,54.21,533.83,Two year,Credit card,1
11567,760426-2296527,user_1566@example.com,Male,0,Yes,22,88.38,2016.04,One year,Credit card,0
11568,840210-4716407,user_1567@example.com,Male,0,No,2,74.65,56.32,Two year,Credit card,0
11569,710513-3919081,user_1568@example.com,Female,0,No,19,57.24,1053.32,Month-to-month,Electronic check,1
11570,910918-4444182,user_1569@example.com,Female,0,Yes,12,60.63,722.85,One year,Credit card,0
11571,970805-1682419,user_1570@example.com,Male,0,Yes,17,74.85,1293.07,Month-to-month,Electronic check,1
11572,941216-2280466,user_1571@example.com,Female,0,Yes,3,19.09,136.08,Month-to-month,Bank transfer,1
11573,940725-4710930,user_1572@example.com,Female,0,No,26,26.37,592.71,Month-to-month,Mailed check,0
11574,790816-4941993,user_1573@example.com,Female,1,Yes,39,106.85,4141.77,One year,Electronic check,0
11575,881220-4345441,user_1574@example.com,Male,0,Yes,4,26.31,0.0,Month-to-month,Electronic check,1
11576,971120-3733726,user_1575@example.com,Male,0,No,2,89.36,180.3,One year,Bank transfer,0
11577,820317-2160135,user_1576@example.com,Male,0,No,0,110.73,,Month-to-month,Bank transfer,1
11578,750324-2518528,user_1577@example.com,Female,0,Yes,20,45.64,992.34,Two year,Mailed check,0
11579,941125-1703021,user_1578@example.com,Male,0,No,18,55.64,1007.55,One year,Bank transfer,0
11580,821222-2742172,user_1579@example.com,Female,0,No,15,75.53,1185.15,Month-to-month,Electronic check,1
